Id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1229,FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.408
1230,NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392
1231,NCR30,20.6,Low Fat,0.071136948,Household,76.3696,OUT045,2002,,Tier 2,Supermarket Type1,372.848
1232,FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,2002,,Tier 2,Supermarket Type1,2612.5992
1233,FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,2002,,Tier 2,Supermarket Type1,4845.0266
1234,FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,,Tier 3,Grocery Store,159.792
1235,DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198,OUT045,2002,,Tier 2,Supermarket Type1,872.198
1236,FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788
1237,FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712
1238,DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376
1239,FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,2002,,Tier 2,Supermarket Type1,3559.3668
1240,NCE18,10,Low Fat,0.021468792,Household,251.675,OUT045,2002,,Tier 2,Supermarket Type1,4244.475
1241,FDA51,,Regular,0.163882129,Dairy,113.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
1242,DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,,Tier 2,Supermarket Type1,3115.944
1243,FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3769.7596
1244,DRG11,6.385,Low Fat,0,Hard Drinks,108.9596,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556
1245,FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.6612
1246,DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,1987,High,Tier 3,Supermarket Type1,2552.6772
1247,FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,2007,,Tier 2,Supermarket Type1,1619.2256
1248,FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,2002,,Tier 2,Supermarket Type1,829.5868
1249,FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816
1250,FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,2002,,Tier 2,Supermarket Type1,1665.8316
1251,FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,,Tier 2,Supermarket Type1,2876.256
1252,NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.4822
1253,DRE37,,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,1985,Small,Tier 1,Grocery Store,189.0872
1254,DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
1255,FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812
1256,FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928
1257,NCW29,,Low Fat,0.028723187,Health and Hygiene,131.831,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
1258,NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,2002,,Tier 2,Supermarket Type1,4346.3424
1259,FDN50,16.85,Regular,0.026561057,Canned,93.712,OUT049,1999,Medium,Tier 1,Supermarket Type1,466.06
1260,FDU60,20,Regular,0.100262068,Baking Goods,169.6132,OUT010,1998,,Tier 3,Grocery Store,169.1132
1261,FDX02,16,Low Fat,0.057012606,Dairy,225.0404,OUT013,1987,High,Tier 3,Supermarket Type1,5851.0504
1262,FDL34,16,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424
1263,DRF27,8.93,low fat,0.028578012,Dairy,152.234,OUT017,2007,,Tier 2,Supermarket Type1,3828.35
1264,FDZ35,9.6,Regular,0,Breads,101.699,OUT049,1999,Medium,Tier 1,Supermarket Type1,2373.577
1265,DRF03,,Low Fat,0.045088724,Dairy,39.7138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726
1266,NCO41,,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448
1267,FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,2002,,Tier 2,Supermarket Type1,1845.5976
1268,NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214
1269,FDZ33,,Low Fat,0.188038372,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
1270,FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,2002,,Tier 2,Supermarket Type1,3425.541
1271,NCM06,7.475,Low Fat,0.075845634,Household,156.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
1272,FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896
1273,DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,,Tier 3,Grocery Store,172.4422
1274,FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296
1275,FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,1987,High,Tier 3,Supermarket Type1,2732.4432
1276,FDH10,21,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,,Tier 2,Supermarket Type1,1162.4868
1277,FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401
1278,FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
1279,FDN44,13.15,LF,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,,Tier 2,Supermarket Type1,1917.504
1280,FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
1281,FDI04,,Regular,0.127660257,Frozen Foods,198.5426,OUT019,1985,Small,Tier 1,Grocery Store,790.9704
1282,FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449
1283,DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,,Tier 2,Supermarket Type1,1480.0734
1284,FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,,Tier 2,Supermarket Type1,1581.275
1285,FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424
1286,FDY56,,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4965.5364
1287,FDB51,6.92,LF,0.038671588,Dairy,64.2852,OUT017,2007,,Tier 2,Supermarket Type1,438.0964
1288,NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,282.965
1289,FDL34,16,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,,Tier 2,Supermarket Type1,1834.9448
1290,NCQ38,16.35,Low Fat,0.013387211,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
1291,NCR41,,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136
1292,FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,1998,,Tier 3,Grocery Store,161.7894
1293,NCA42,6.965,Low Fat,0,Household,159.6604,OUT045,2002,,Tier 2,Supermarket Type1,3327.6684
1294,FDB11,16,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252
1295,FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993
1296,FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288
1297,FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752
1298,FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,,Tier 2,Supermarket Type1,2695.1584
1299,FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576
1300,FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
1301,FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492
1302,NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,,Tier 2,Supermarket Type1,3502.108
1303,FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844
1304,FDK43,,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.004
1305,FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716
1306,FDE29,8.905,LF,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
1307,NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,,Tier 2,Supermarket Type1,2768.3964
1308,FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532
1309,FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528
1310,FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685
1311,FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652
1312,FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,,Tier 3,Grocery Store,67.9116
1313,FDR48,,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696
1314,FDW37,,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
1315,FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
1316,FDZ57,10,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.4934
1317,FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368
1318,FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093
1319,FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
1320,FDT58,9,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,,Tier 3,Grocery Store,503.3448
1321,FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004
1322,NCY41,16.75,LF,0.075889215,Health and Hygiene,37.6532,OUT045,2002,,Tier 2,Supermarket Type1,575.2512
1323,NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234
1324,NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744
1325,FDO23,,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616
1326,FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,2004,Small,Tier 2,Supermarket Type1,288.9572
1327,FDF04,17.5,Low Fat,0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952
1328,FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,3663.2316
1329,FDS50,17,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,,Tier 2,Supermarket Type1,5321.0736
1330,NCQ41,,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292
1331,FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
1332,NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,,Tier 2,Supermarket Type1,2536.698
1333,NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452
1334,FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118
1335,FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648
1336,FDO50,16.25,LF,0,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472
1337,FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208
1338,NCI31,20,low fat,0.136124989,Others,38.319,OUT010,1998,,Tier 3,Grocery Store,146.476
1339,FDU20,,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744
1340,DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
1341,DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,,Tier 2,Supermarket Type1,1850.924
1342,FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,,Tier 2,Supermarket Type1,5909.6408
1343,FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418,OUT045,2002,,Tier 2,Supermarket Type1,2207.127
1344,FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688
1345,FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082
1346,FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.5174
1347,FDN12,15.6,Low Fat,0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072
1348,FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,2874.9244
1349,FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486,OUT049,1999,Medium,Tier 1,Supermarket Type1,6353.0636
1350,FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
1351,NCK29,,Low Fat,0,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,369.519
1352,FDM32,20.5,Low Fat,0,Fruits and Vegetables,90.883,OUT010,1998,,Tier 3,Grocery Store,89.883
1353,FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.932
1354,FDC51,10.895,Regular,0.009636821,Dairy,121.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.46
1355,FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1921.4988
1356,NCV54,11.1,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1066.6116
1357,FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904,OUT045,2002,,Tier 2,Supermarket Type1,644.4944
1358,FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
1359,FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,,Tier 2,Supermarket Type1,2516.724
1360,FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,High,Tier 3,Supermarket Type1,965.41
1361,DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,,Tier 2,Supermarket Type1,4563.3932
1362,FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,,Tier 2,Supermarket Type1,2700.4848
1363,FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
1364,FDR32,,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,1985,Medium,Tier 3,Supermarket Type3,6165.9738
1365,DRF25,9,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,476.047
1366,FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144
1367,DRI11,,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502
1368,FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984,OUT045,2002,,Tier 2,Supermarket Type1,1853.5872
1369,FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,,Tier 2,Supermarket Type1,4471.5128
1370,DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156
1371,FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,,Tier 2,Supermarket Type1,5954.2494
1372,FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569
1373,FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,,Tier 2,Supermarket Type1,2269.0464
1374,DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,,Tier 2,Supermarket Type1,5426.27
1375,FDG31,,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.7214
1376,FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,,Tier 2,Supermarket Type1,958.752
1377,FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682
1378,NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332
1379,FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855
1380,FDI19,,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288
1381,FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,,Tier 3,Grocery Store,1575.2828
1382,DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302
1383,NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168
1384,NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104
1385,FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725
1386,FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618
1387,FDQ56,,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
1388,NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104
1389,FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,,Tier 2,Supermarket Type1,2087.283
1390,FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,,Tier 3,Grocery Store,351.5424
1391,FDI41,18.5,Regular,0,Frozen Foods,148.7418,OUT045,2002,,Tier 2,Supermarket Type1,2501.4106
1392,FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
1393,FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232
1394,DRM37,,LF,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688
1395,FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,,Tier 2,Supermarket Type1,1034.6532
1396,NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11
1397,FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,,Tier 2,Supermarket Type1,1946.7992
1398,NCZ17,,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734
1399,FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,5191.2426
1400,FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
1401,FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,,Tier 2,Supermarket Type1,3395.58
1402,FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,,Tier 2,Supermarket Type1,5201.2296
1403,NCI31,20,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999
1404,FDZ48,17.75,LF,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424
1405,FDI16,14,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
1406,FDZ31,15.35,Regular,0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552
1407,DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,,Tier 2,Supermarket Type1,796.2968
1408,FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,,Tier 2,Supermarket Type1,4500.808
1409,FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
1410,FDA04,,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164
1411,FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116
1412,FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791
1413,DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316
1414,FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968
1415,DRG49,,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
1416,FDG26,18.85,low fat,0.042736348,Canned,255.933,OUT045,2002,,Tier 2,Supermarket Type1,3844.995
1417,FDR51,,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77
1418,FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964
1419,FDC39,7.405,Low Fat,0,Dairy,205.7296,OUT017,2007,,Tier 2,Supermarket Type1,4570.0512
1420,FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,,Tier 2,Supermarket Type1,3020.0688
1421,FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752
1422,FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,,Tier 2,Supermarket Type1,2375.5744
1423,NCJ29,10.6,low fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224
1424,NCF19,,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
1425,FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148
1426,FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,,Tier 2,Supermarket Type1,251.6724
1427,FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,,Tier 2,Supermarket Type1,1142.5128
1428,NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792
1429,FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,2007,,Tier 2,Supermarket Type1,5366.348
1430,FDQ03,,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744
1431,FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,,Tier 2,Supermarket Type1,1661.8368
1432,DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,,Tier 2,Supermarket Type1,3415.554
1433,NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,,Tier 2,Supermarket Type1,1655.1788
1434,FDC10,9.8,reg,0.072863893,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,843.5686
1435,FDR46,,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476
1436,FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792
1437,FDP23,,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
1438,FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662
